id,strategy
00000111,Darboh
00000111,Funchess
00000112,Darboh
00000112,Zoltan
00000115,Darboh
00000115,Zoltan
00000116,Darboh
00000118,Zoltan
00000119,Biakabutuka
00000119,Darboh
00000120,Denard
00000120,Grbac
00000120,Henne
00000121,Darboh
00000122,Darboh
00000124,Nordin
00000125,Darboh
00000126,Darboh
00000126,Hurst
00000126,Woodson
00000127,Nordin
00000129,Biakabutuka
00000129,Brady
00000129,Darboh
00000129,Woodson
00000131,Darboh
00000131,Denard
00000131,Grbac
00000131,Henne
00000133,Hurst
00000134,Denard
00000134,Grbac
00000134,Henne
00000136,Zoltan
00000137,Darboh
00000137,Zoltan
00000138,Darboh
00000142,Darboh
00000142,Zoltan
00000143,Darboh
00000144,Darboh
00000145,Zoltan
00000148,Denard
00000148,Grbac
00000148,Henne
00000148,Zoltan
00000149,Biakabutuka
00000149,Brady
00000149,Darboh
00000149,Woodson
00000151,Biakabutuka
00000151,Darboh
00000151,Funchess
00000152,Darboh
00000153,Biakabutuka
00000153,Brady
00000153,Woodson
00000154,Zoltan
00000155,Zoltan
00000156,Nordin
00000159,Darboh
00000159,Hurst
00000160,Darboh
00000161,Biakabutuka
00000162,Darboh
00000165,Darboh
00000166,Denard
00000166,Grbac
00000166,Henne
00000168,Darboh
00000169,Darboh
00000169,Nordin
00000170,Darboh
00000170,Hurst
00000173,Biakabutuka
00000174,Biakabutuka
00000174,Brady
00000174,Woodson
00000175,Darboh
00000176,Darboh
00000176,Denard
00000177,Darboh
00000178,Biakabutuka
00000178,Hurst
00000180,Zoltan
00000182,Nordin
00000184,Darboh
00000184,Zoltan
00000186,Biakabutuka
00000186,Brady
00000186,Darboh
00000186,Woodson
00000188,Darboh
00000188,Hurst
00000191,Nordin
00000193,Darboh
00000194,Woodson
00000196,Darboh
00000197,Biakabutuka
00000197,Brady
00000197,Woodson
00000201,Biakabutuka
00000201,Darboh
00000201,Hurst
00000206,Nordin
00000207,Darboh
00000208,Denard
00000208,Grbac
00000208,Henne
00000210,Biakabutuka
00000210,Woodson
00000212,Denard
00000212,Grbac
00000212,Henne
00000214,Darboh
00000215,Darboh
00000215,Nordin
00000216,Darboh
00000217,Darboh
00000217,Denard
00000217,Grbac
00000217,Henne
00000218,Darboh
00000219,Darboh
00000220,Nordin
00000221,Funchess
00000221,Hurst
00000222,Brady
00000222,Darboh
00000222,Woodson
00000223,Zoltan
00000225,Darboh
00000226,Nordin
00000227,Darboh
00000227,Zoltan
00000230,Darboh
00000230,Denard
00000230,Grbac
00000230,Henne
00000231,Brady
00000231,Woodson
00000232,Denard
00000232,Grbac
00000232,Henne
00000233,Zoltan
00000234,Nordin
00000235,Darboh
00000237,Darboh
00000238,Zoltan
00000239,Zoltan
00000240,Darboh
00000241,Darboh
00000243,Nordin
00000245,Nordin
00000247,Denard
00000247,Grbac
00000247,Henne
00000250,Darboh
00000251,Zoltan
00000252,Darboh
00000253,Zoltan
00000254,Biakabutuka
00000257,Biakabutuka
00000257,Funchess
00000257,Peppers
00000258,Darboh
00000259,Biakabutuka
00000261,Zoltan
00000262,Darboh
00000263,Darboh
00000263,Zoltan
00000264,Darboh
00000264,Hurst
00000264,Woodson
00000265,Zoltan
00000266,Darboh
00000270,Nordin
00000270,Zoltan
00000271,Darboh
00000274,Darboh
00000274,Nordin
00000276,Darboh
00000276,Nordin
00000277,Denard
00000277,Grbac
00000277,Henne
00000277,Zoltan
00000278,Denard
00000278,Grbac
00000278,Henne
00000279,Darboh
00000279,Denard
00000279,Grbac
00000279,Henne
00000281,Darboh
00000281,Nordin
00000283,Funchess
00000283,Peppers
00000284,Darboh
00000284,Nordin
00000286,Darboh
00000286,Nordin
00000287,Denard
00000287,Grbac
00000287,Henne
00000289,Darboh
00000289,Hurst
00000289,Woodson
00000293,Nordin
00000294,Zoltan
00000298,Funchess
00000298,Peppers
00000300,Nordin
00000301,Darboh
00000302,Hurst
00000303,Darboh
00000303,Denard
00000303,Grbac
00000303,Henne
00000305,Hurst
00000305,Woodson
00000306,Nordin
00000308,Darboh
00000309,Zoltan
00000311,Biakabutuka
00000311,Funchess
00000311,Peppers
00000312,Darboh
00000313,Nordin
00000314,Funchess
00000314,Peppers
00000315,Darboh
00000315,Zoltan
00000316,Biakabutuka
00000316,Zoltan
00000318,Woodson
00000320,Funchess
00000320,Zoltan
00000321,Denard
00000321,Grbac
00000321,Henne
00000322,Biakabutuka
00000322,Brady
00000322,Woodson
00000322,Zoltan
00000324,Darboh
00000325,Biakabutuka
00000325,Funchess
00000325,Peppers
00000330,Darboh
00000330,Nordin
00000331,Darboh
00000331,Funchess
00000331,Peppers
00000335,Darboh
00000336,Darboh
00000337,Darboh
00000337,Zoltan
00000340,Darboh
00000342,Biakabutuka
00000342,Nordin
00000345,Brady
00000345,Woodson
00000345,Zoltan
00000348,Darboh
00000348,Zoltan
00000349,Darboh
00000350,Darboh
00000350,Woodson
00000352,Brady
00000352,Woodson
00000353,Darboh
00000358,Darboh
00000360,Denard
00000360,Grbac
00000360,Henne
00000361,Biakabutuka
00000361,Brady
00000361,Woodson
00000362,Darboh
00000362,Nordin
00000363,Darboh
00000363,Nordin
00000365,Nordin
00000367,Nordin
00000368,Biakabutuka
00000368,Brady
00000368,Woodson
00000370,Biakabutuka
00000370,Funchess
00000371,Darboh
00000372,Biakabutuka
00000372,Woodson
00000373,Darboh
00000373,Nordin
00000374,Denard
00000374,Grbac
00000374,Henne
00000374,Zoltan
00000375,Brady
00000375,Darboh
00000375,Woodson
00000376,Darboh
00000376,Nordin
00000376,Zoltan
00000377,Zoltan
00000378,Darboh
00000379,Biakabutuka
00000379,Brady
00000379,Woodson
00000381,Biakabutuka
00000381,Brady
00000381,Darboh
00000381,Woodson
00000382,Nordin
00000385,Darboh
00000386,Darboh
00000386,Zoltan
00000388,Henne
00000389,Biakabutuka
00000390,Darboh
00000390,Hurst
00000390,Speight
00000390,Woodson
00000392,Darboh
00000393,Darboh
00000393,Zoltan
00000396,Darboh
00000396,Nordin
00000397,Biakabutuka
00000397,Brady
00000397,Woodson
00000398,Nordin
00000399,Darboh
00000400,Darboh
00000401,Biakabutuka
00000401,Darboh
00000401,Woodson
00000402,Biakabutuka
00000402,Brady
00000402,Darboh
00000402,Woodson
00000403,Hurst
00000403,Woodson
00000405,Zoltan
00000406,Nordin
00000408,Biakabutuka
00000408,Brady
00000408,Nordin
00000408,Woodson
00000410,Darboh
00000411,Biakabutuka
00000411,Brady
00000411,Darboh
00000411,Woodson
00000412,Darboh
00000413,Darboh
00000414,Darboh
00000416,Biakabutuka
00000416,Darboh
00000416,Funchess
00000416,Zoltan
00000417,Zoltan
00000418,Nordin
00000419,Darboh
00000419,Nordin
00000419,Zoltan
00000420,Darboh
00000421,Nordin
00000424,Darboh
00000424,Nordin
00000425,Darboh
00000426,Denard
00000426,Grbac
00000426,Henne
00000427,Zoltan
00000428,Funchess
00000429,Darboh
00000430,Biakabutuka
00000430,Brady
00000430,Darboh
00000430,Woodson
00000431,Darboh
00000434,Hurst
00000434,Woodson
00000435,Nordin
00000436,Biakabutuka
00000436,Henne
00000437,Darboh
00000438,Darboh
00000438,Nordin
00000439,Darboh
00000439,Nordin
00000441,Darboh
00000443,Darboh
00000444,Darboh
00000445,Biakabutuka
00000446,Darboh
00000446,Denard
00000446,Grbac
00000446,Henne
00000447,Nordin
00000449,Darboh
00000449,Zoltan
00000450,Darboh
00000451,Zoltan
00000452,Nordin
00000455,Brady
00000455,Darboh
00000455,Woodson
00000460,Biakabutuka
00000460,Zoltan
00000461,Darboh
00000462,Denard
00000462,Grbac
00000462,Henne
00000463,Denard
00000463,Grbac
00000463,Henne
00000464,Darboh
00000464,Zoltan
00000466,Hurst
00000466,Speight
00000466,Woodson
00000467,Biakabutuka
00000467,Darboh
00000468,Brady
00000468,Woodson
00000470,Hurst
00000470,Woodson
00000471,Nordin
00000472,Biakabutuka
00000472,Brady
00000472,Woodson
00000473,Darboh
00000473,Denard
00000473,Grbac
00000473,Henne
00000474,Darboh
00000474,Zoltan
00000475,Denard
00000475,Grbac
00000475,Henne
00000476,Darboh
00000477,Nordin
00000478,Nordin
00000479,Darboh
00000479,Hurst
00000479,Speight
00000479,Woodson
00000480,Darboh
00000480,Denard
00000480,Grbac
00000480,Henne
00000482,Darboh
00000484,Henne
00000485,Darboh
00000486,Darboh
00000487,Biakabutuka
00000487,Brady
00000487,Woodson
00000488,Nordin
00000489,Darboh
00000489,Zoltan
00000490,Biakabutuka
00000490,Brady
00000490,Woodson
00000491,Darboh
00000493,Denard
00000493,Grbac
00000493,Henne
00000494,Darboh
00000494,Hurst
00000494,Woodson
00000495,Darboh
00000495,Zoltan
00000496,Biakabutuka
00000497,Darboh
00000497,Nordin
00000498,Denard
00000498,Grbac
00000498,Henne
00000499,Darboh
00000500,Nordin
00000501,Biakabutuka
00000501,Brady
00000501,Woodson
00000502,Darboh
00000503,Darboh
00000503,Hurst
00000503,Woodson
00000504,Nordin
00000505,Darboh
00000507,Biakabutuka
00000507,Brady
00000507,Woodson
00000508,Darboh
00000509,Nordin
00000510,Darboh
00000511,Darboh
00000512,Darboh
00000512,Denard
00000512,Grbac
00000512,Henne
00000513,Darboh
00000514,Darboh
00000514,Denard
00000514,Grbac
00000514,Henne
00000515,Denard
00000515,Grbac
00000515,Henne
00000515,Zoltan
00000516,Darboh
00000516,Zoltan
00000517,Darboh
00000517,Woodson
00000518,Darboh
00000519,Biakabutuka
00000519,Darboh
00000519,Woodson
00000520,Darboh
00000522,Darboh
00000522,Zoltan
00000523,Darboh
00000523,Nordin
00000525,Biakabutuka
00000525,Darboh
00000526,Darboh
00000527,Darboh
00000528,Darboh
00000529,Darboh
00000530,Nordin
00000531,Darboh
00000532,Zoltan
00000536,Darboh
00000538,Zoltan
00000539,Biakabutuka
00000539,Darboh
00000539,Woodson
00000540,Darboh
00000540,Henne
00000541,Zoltan
00000543,Darboh
00000544,Hurst
00000544,Speight
00000544,Woodson
00000545,Biakabutuka
00000545,Brady
00000545,Darboh
00000545,Woodson
00000546,Darboh
00000548,Darboh
00000548,Zoltan
00000549,Darboh
00000549,Denard
00000549,Grbac
00000549,Henne
00000550,Brady
00000550,Woodson
00000552,Darboh
00000552,Funchess
00000552,Hurst
00000553,Biakabutuka
00000554,Nordin
00000557,Denard
00000557,Grbac
00000557,Henne
00000558,Denard
00000558,Grbac
00000558,Henne
00000559,Denard
00000559,Grbac
00000559,Henne
00000560,Nordin
00000561,Darboh
00000562,Darboh
00000563,Denard
00000563,Grbac
00000563,Henne
00000563,Nordin
00000564,Darboh
00000568,Denard
00000568,Grbac
00000568,Henne
00000569,Biakabutuka
00000569,Woodson
00000570,Darboh
00000571,Denard
00000571,Grbac
00000571,Henne
00000572,Darboh
00000574,Darboh
00000574,Denard
00000574,Grbac
00000574,Henne
00000574,Zoltan
00000577,Nordin
00000578,Darboh
00000579,Denard
00000579,Grbac
00000579,Henne
00000580,Darboh
00000581,Biakabutuka
00000581,Brady
00000581,Woodson
00000582,Darboh
00000582,Zoltan
00000583,Denard
00000583,Grbac
00000583,Henne
00000584,Darboh
00000585,Biakabutuka
00000586,Darboh
00000586,Woodson
00000587,Hurst
00000587,Speight
00000587,Woodson
00000590,Darboh
00000591,Darboh
00000592,Biakabutuka
00000592,Funchess
00000592,Peppers
00000594,Nordin
00000595,Nordin
00000596,Biakabutuka
00000596,Darboh
00000596,Zoltan
00000597,Biakabutuka
00000597,Funchess
00000597,Peppers
00000599,Biakabutuka
00000599,Funchess
00000599,Peppers
00000600,Zoltan
00000601,Brady
00000601,Woodson
00000602,Darboh
00000602,Denard
00000602,Grbac
00000602,Henne
00000604,Darboh
00000609,Nordin
00000610,Darboh
00000611,Nordin
00000612,Darboh
00000612,Nordin
00000612,Zoltan
00000614,Darboh
00000614,Nordin
00000616,Darboh
00000616,Hurst
00000616,Woodson
00000619,Biakabutuka
00000619,Brady
00000619,Darboh
00000619,Woodson
00000621,Denard
00000621,Grbac
00000621,Henne
00000622,Biakabutuka
00000622,Darboh
00000622,Woodson
00000624,Darboh
00000625,Zoltan
00000626,Biakabutuka
00000626,Darboh
00000626,Funchess
00000627,Biakabutuka
00000627,Zoltan
00000628,Nordin
00000629,Darboh
00000631,Darboh
00000632,Darboh
00000632,Nordin
00000633,Biakabutuka
00000633,Zoltan
00000634,Brady
00000634,Woodson
00000636,Darboh
00000637,Darboh
00000638,Hurst
00000638,Woodson
00000641,Darboh
00000642,Darboh
00000642,Woodson
00000643,Biakabutuka
00000644,Denard
00000644,Grbac
00000644,Henne
00000645,Nordin
00000646,Darboh
00000647,Biakabutuka
00000647,Darboh
00000647,Funchess
00000647,Peppers
00000650,Nordin
00000651,Darboh
00000651,Zoltan
00000652,Biakabutuka
00000652,Brady
00000652,Darboh
00000652,Woodson
00000652,Zoltan
00000653,Darboh
00000653,Zoltan
00000654,Biakabutuka
00000654,Darboh
00000654,Funchess
00000654,Peppers
00000656,Denard
00000656,Grbac
00000656,Henne
00000657,Darboh
00000658,Darboh
00000659,Darboh
00000661,Zoltan
00000662,Zoltan
00000664,Zoltan
00000665,Zoltan
00000668,Zoltan
00000670,Zoltan
00000671,Biakabutuka
00000671,Brady
00000671,Woodson
00000672,Darboh
00000673,Zoltan
00000676,Denard
00000676,Grbac
00000676,Henne
00000678,Hurst
00000678,Woodson
00000680,Darboh
00000681,Nordin
00000682,Funchess
00000682,Hurst
00000683,Darboh
00000684,Nordin
00000685,Denard
00000685,Grbac
00000685,Henne
00000686,Darboh
00000686,Nordin
00000687,Denard
00000687,Grbac
00000687,Henne
00000688,Darboh
00000688,Zoltan
00000689,Darboh
00000690,Nordin
00000690,Zoltan
00000691,Denard
00000691,Grbac
00000691,Henne
00000692,Nordin
00000694,Nordin
00000695,Nordin
00000697,Zoltan
00000698,Darboh
00000699,Denard
00000699,Grbac
00000699,Henne
00000700,Darboh
00000700,Zoltan
00000702,Zoltan
00000703,Darboh
00000703,Nordin
00000705,Darboh
00000713,Darboh
00000713,Speight
00000714,Biakabutuka
00000714,Brady
00000714,Woodson
00000717,Nordin
00000718,Nordin
00000720,Hurst
00000721,Darboh
00000721,Denard
00000721,Grbac
00000721,Henne
00000723,Denard
00000723,Grbac
00000723,Henne
00000724,Denard
00000724,Grbac
00000724,Henne
00000726,Darboh
00000727,Biakabutuka
00000727,Zoltan
00000728,Henne
00000733,Denard
00000733,Grbac
00000733,Henne
00000734,Darboh
00000734,Zoltan
00000735,Darboh
00000736,Denard
00000736,Grbac
00000736,Henne
00000738,Denard
00000738,Grbac
00000738,Henne
00000739,Nordin
00000740,Zoltan
00000741,Nordin
00000742,Biakabutuka
00000742,Brady
00000742,Darboh
00000742,Woodson
00000742,Zoltan
00000745,Darboh
00000746,Darboh
00000746,Woodson
00000747,Darboh
00000747,Nordin
00000748,Darboh
00000748,Woodson
00000749,Denard
00000749,Grbac
00000749,Henne
00000751,Darboh
00000752,Zoltan
00000753,Darboh
00000754,Darboh
00000755,Biakabutuka
00000755,Darboh
00000756,Darboh
00000757,Biakabutuka
00000757,Funchess
00000757,Peppers
00000758,Henne
00000762,Denard
00000762,Grbac
00000762,Henne
00000763,Darboh
00000763,Funchess
00000763,Peppers
00000766,Darboh
00000766,Denard
00000766,Grbac
00000766,Henne
00000768,Hurst
00000769,Darboh
00000771,Darboh
00000773,Darboh
00000775,Biakabutuka
00000775,Brady
00000775,Woodson
00000776,Nordin
00000778,Darboh
00000779,Darboh
00000779,Denard
00000779,Grbac
00000779,Henne
00000779,Zoltan
00000780,Darboh
00000780,Hurst
00000781,Darboh
00000782,Denard
00000782,Grbac
00000782,Henne
00000783,Hurst
00000783,Woodson
00000787,Brady
00000787,Woodson
00000788,Darboh
00000789,Darboh
00000790,Denard
00000790,Grbac
00000790,Henne
00000791,Darboh
00000792,Darboh
00000792,Nordin
00000794,Nordin
00000795,Biakabutuka
00000795,Darboh
00000796,Zoltan
00000798,Darboh
00000799,Funchess
00000800,Darboh
00000800,Woodson
00000801,Biakabutuka
00000801,Darboh
00000801,Funchess
00000801,Peppers
00000802,Zoltan
00000804,Darboh
00000804,Zoltan
00000806,Denard
00000806,Grbac
00000806,Henne
00000807,Darboh
00000808,Darboh
00000810,Darboh
00000811,Brady
00000811,Woodson
00000812,Darboh
00000813,Brady
00000813,Darboh
00000813,Woodson
00000814,Darboh
00000815,Biakabutuka
00000815,Brady
00000815,Darboh
00000815,Woodson
00000816,Brady
00000816,Woodson
00000817,Darboh
00000819,Darboh
00000820,Darboh
00000820,Nordin
00000820,Zoltan
00000821,Brady
00000821,Woodson
00000822,Denard
00000822,Grbac
00000822,Henne
00000823,Zoltan
00000824,Darboh
00000824,Nordin
00000825,Darboh
00000825,Zoltan
00000827,Darboh
00000827,Hurst
00000828,Zoltan
00000832,Brady
00000832,Woodson
00000833,Zoltan
00000834,Darboh
00000837,Hurst
00000837,Woodson
00000838,Brady
00000838,Darboh
00000838,Woodson
00000839,Nordin
00000840,Darboh
00000841,Biakabutuka
00000841,Brady
00000841,Darboh
00000841,Woodson
00000842,Brady
00000842,Woodson
00000843,Nordin
00000844,Darboh
00000844,Zoltan
00000845,Darboh
00000846,Darboh
00000846,Denard
00000846,Grbac
00000846,Henne
00000847,Brady
00000847,Darboh
00000847,Woodson
00000849,Darboh
00000850,Woodson
00000854,Biakabutuka
00000854,Funchess
00000855,Zoltan
00000858,Darboh
00000859,Nordin
00000860,Darboh
00000860,Zoltan
00000861,Nordin
00000862,Nordin
00000863,Hurst
00000863,Woodson
00000864,Darboh
00000865,Brady
00000865,Darboh
00000865,Woodson
00000866,Zoltan
00000867,Denard
00000867,Grbac
00000867,Henne
00000868,Denard
00000868,Grbac
00000868,Henne
00000869,Darboh
00000870,Nordin
00000872,Darboh
00000873,Darboh
00000873,Nordin
00000874,Darboh
00000874,Nordin
00000877,Darboh
00000878,Brady
00000878,Woodson
00000879,Biakabutuka
00000879,Funchess
00000879,Peppers
00000880,Biakabutuka
00000880,Brady
00000880,Woodson
00000882,Darboh
00000882,Zoltan
00000883,Nordin
00000884,Darboh
00000887,Woodson
00000890,Biakabutuka
00000890,Woodson
00000891,Darboh
00000891,Nordin
00000892,Darboh
00000893,Hurst
00000893,Woodson
00000896,Hurst
00000896,Speight
00000896,Woodson
00000898,Darboh
00000898,Denard
00000898,Grbac
00000898,Henne
00000899,Nordin
00000901,Darboh
00000902,Darboh
00000902,Funchess
00000902,Peppers
00000903,Nordin
00000906,Nordin
00000907,Biakabutuka
00000907,Woodson
00000907,Zoltan
00000908,Denard
00000908,Grbac
00000908,Henne
00000912,Nordin
00000913,Darboh
00000913,Denard
00000913,Grbac
00000913,Henne
00000914,Denard
00000914,Grbac
00000914,Henne
00000915,Darboh
00000916,Darboh
00000917,Henne
00000919,Biakabutuka
00000919,Brady
00000919,Darboh
00000919,Woodson
00000920,Darboh
00000920,Denard
00000920,Grbac
00000920,Henne
00000923,Nordin
00000924,Biakabutuka
00000927,Darboh
00000928,Darboh
00000931,Brady
00000931,Woodson
00000932,Biakabutuka
00000932,Brady
00000932,Woodson
00000932,Zoltan
00000934,Darboh
00000934,Zoltan
00000936,Nordin
00000939,Biakabutuka
00000939,Brady
00000939,Woodson
00000940,Denard
00000940,Grbac
00000940,Henne
00000941,Darboh
00000941,Zoltan
00000942,Darboh
00000942,Zoltan
00000943,Darboh
00000944,Darboh
00000944,Nordin
00000945,Nordin
00000947,Biakabutuka
00000947,Brady
00000947,Woodson
00000948,Denard
00000948,Grbac
00000948,Henne
00000950,Zoltan
00000952,Denard
00000952,Grbac
00000952,Henne
00000953,Nordin
00000954,Denard
00000954,Grbac
00000954,Henne
00000955,Darboh
00000957,Hurst
00000957,Speight
00000957,Woodson
00000958,Darboh
00000959,Darboh
00000961,Darboh
00000962,Darboh
00000963,Zoltan
00000964,Biakabutuka
00000964,Funchess
00000964,Peppers
00000967,Darboh
00000968,Darboh
00000968,Zoltan
00000970,Darboh
00000970,Woodson
00000971,Darboh
00000972,Darboh
00000973,Darboh
00000974,Zoltan
00000977,Darboh
00000978,Biakabutuka
00000978,Brady
00000978,Darboh
00000978,Woodson
00000981,Darboh
00000982,Darboh
00000982,Nordin
00000983,Darboh
00000984,Nordin
00000985,Darboh
00000985,Nordin
00000986,Darboh
00000987,Henne
00000987,Zoltan
00000988,Brady
00000988,Woodson
00000989,Darboh
00000989,Woodson
00000990,Biakabutuka
00000991,Zoltan
00000992,Hurst
00000993,Darboh
00000994,Darboh
00000996,Darboh
00000996,Nordin
00000998,Darboh
00000999,Biakabutuka
00000999,Brady
00000999,Woodson
00001000,Darboh
00001000,Denard
00001000,Grbac
00001000,Henne
00001001,Brady
00001001,Woodson
00001005,Zoltan
00001007,Darboh
00001009,Zoltan
00001011,Zoltan
00001012,Darboh
00001012,Zoltan
00001014,Darboh
00001016,Zoltan
00001018,Darboh
00001018,Denard
00001018,Grbac
00001018,Henne
00001019,Zoltan
00001021,Darboh
00001022,Zoltan
00001023,Funchess
00001023,Peppers
00001024,Zoltan
00001025,Nordin
00001026,Nordin
00001027,Nordin
00001028,Nordin
00001029,Denard
00001029,Grbac
00001029,Henne
00001030,Darboh
00001030,Denard
00001030,Grbac
00001030,Henne
00001031,Darboh
00001031,Denard
00001031,Grbac
00001031,Henne
00001034,Biakabutuka
00001034,Brady
00001034,Woodson
00001036,Denard
00001036,Grbac
00001036,Henne
00001038,Zoltan
00001039,Nordin
00001040,Zoltan
00001043,Hurst
00001044,Darboh
00001045,Nordin
00001052,Biakabutuka
00001052,Brady
00001052,Darboh
00001052,Woodson
00001053,Brady
00001053,Woodson
00001054,Darboh
00001058,Biakabutuka
00001058,Brady
00001058,Darboh
00001058,Woodson
00001060,Darboh
00001061,Darboh
00001061,Zoltan
00001062,Nordin
00001065,Darboh
00001066,Nordin
00001066,Zoltan
00001067,Biakabutuka
00001067,Funchess
00001067,Peppers
00001068,Nordin
00001069,Darboh
00001069,Zoltan
00001073,Zoltan
00001075,Nordin
00001076,Darboh
00001077,Denard
00001077,Grbac
00001077,Henne
00001077,Zoltan
00001078,Biakabutuka
00001078,Funchess
00001078,Peppers
00001079,Hurst
00001079,Speight
00001079,Woodson
00001080,Darboh
00001080,Denard
00001080,Grbac
00001080,Henne
00001081,Darboh
00001083,Darboh
00001083,Nordin
00001084,Darboh
00001084,Nordin
00001084,Zoltan
00001086,Nordin
00001087,Biakabutuka
00001088,Nordin
00001089,Zoltan
00001094,Brady
00001094,Woodson
00001095,Woodson
00001096,Darboh
00001096,Funchess
00001096,Peppers
00001098,Zoltan
00001099,Biakabutuka
00001099,Brady
00001099,Woodson
00001099,Zoltan
00001101,Nordin
00001102,Nordin
00001104,Darboh
00001104,Hurst
00001104,Woodson
00001105,Denard
00001105,Grbac
00001105,Henne
00001107,Biakabutuka
00001107,Darboh
00001107,Woodson
00001108,Darboh
00001109,Biakabutuka
00001109,Brady
00001109,Woodson
00001111,Darboh
00001113,Darboh
00001113,Zoltan
00001115,Denard
00001115,Grbac
00001115,Henne
00001118,Darboh
00001122,Denard
00001122,Grbac
00001122,Henne
00001123,Darboh
00001123,Denard
00001123,Grbac
00001123,Henne
00001124,Zoltan
00001125,Nordin
00001126,Darboh
00001126,Nordin
00001127,Biakabutuka
00001127,Brady
00001127,Woodson
00001128,Zoltan
00001130,Darboh
00001130,Zoltan
00001131,Darboh
00001132,Nordin
00001133,Darboh
00001133,Zoltan
00001134,Darboh
00001134,Nordin
00001135,Hurst
00001135,Woodson
00001136,Zoltan
00001137,Nordin
00001138,Darboh
00001138,Nordin
00001140,Brady
00001140,Darboh
00001140,Woodson
00001141,Henne
00001142,Biakabutuka
00001142,Darboh
00001142,Woodson
00001143,Biakabutuka
00001143,Funchess
00001143,Peppers
00001144,Denard
00001144,Grbac
00001144,Henne
00001145,Nordin
00001146,Darboh
00001146,Denard
00001147,Nordin
00001148,Brady
00001148,Woodson
00001149,Denard
00001149,Grbac
00001149,Henne
00001152,Biakabutuka
00001152,Zoltan
00001153,Biakabutuka
00001153,Brady
00001153,Woodson
00001154,Darboh
00001155,Nordin
00001156,Nordin
00001157,Brady
00001157,Woodson
00001158,Darboh
00001159,Hurst
00001160,Nordin
00001165,Darboh
00001165,Denard
00001165,Grbac
00001165,Henne
00001167,Zoltan
00001168,Darboh
00001169,Darboh
00001170,Darboh
00001173,Darboh
00001173,Hurst
00001173,Woodson
00001174,Darboh
00001174,Nordin
00001175,Nordin
00001175,Zoltan
00001176,Darboh
00001177,Darboh
00001178,Darboh
00001179,Darboh
00001183,Darboh
00001184,Hurst
00001185,Darboh
00001186,Denard
00001186,Grbac
00001186,Henne
00001188,Darboh
00001189,Denard
00001189,Grbac
00001189,Henne
00001190,Zoltan
00001191,Denard
00001191,Grbac
00001191,Henne
00001193,Darboh
00001195,Darboh
00001198,Denard
00001198,Grbac
00001198,Henne
00001201,Darboh
00001202,Nordin
00001203,Denard
00001203,Grbac
00001203,Henne
00001204,Biakabutuka
00001204,Brady
00001204,Woodson
00001205,Biakabutuka
00001206,Nordin
00001207,Biakabutuka
00001207,Darboh
00001207,Funchess
00001207,Peppers
00001208,Nordin
00001209,Darboh
00001211,Denard
00001211,Grbac
00001211,Henne
00001214,Darboh
00001215,Zoltan
00001216,Darboh
00001217,Darboh
00001217,Zoltan
00001218,Darboh
